number of query genes: 152
hit	support	identity	queries
NCU07381-t26_1 (DNA repair-20)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU02612-t26_1 (starvation-1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU07135-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU02544-t26_1 (ABC transporter-11)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU08512-t26_1 (heat-shock transcription factor-1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU01927-t26_2 (hypothetical protein, variant 1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU03458-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU03364-t26_1 (DENN domain-containing protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU07975-t26_1 (DNA repair-12)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU07445-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU01956-t26_1 (cytoskeleton assembly control protein Sla2)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU00551-t26_1 (myosin-3)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU01936-t26_1 (sister chromatid cohesion protein Eso1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU07398-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU00222-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU04328-t26_1 (metaphase-anaphase transition protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU07674-t26_1 (Mob1 family protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU05458-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU04079-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU04615-t26_1 (osmolarity two-component system protein sln1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU01543-t26_1 (PTAB)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU10346-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU04733-t26_1 (UvrD/REP helicase)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU07282-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU04814-t26_1 (DUF21 and CBS domain-containing protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU10143-t26_1 (ATPase-11)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU09595-t26_1 (serine/threonine protein kinase)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU01895-t26_2 (response regulator, variant 1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU01597-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU04278-t26_1 (PRC2 accessory subunit)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU03407-t26_1 (rho1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU05644-t26_1 (GPI transamidase component Gpi16)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU07438-t26_1 (WASP-like protein las17p)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU03921-t26_1 (mitochondrial chaperone-3)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU04275-t26_1 (double strand break repair protein mus-11)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU03795-t26_1 (cell division control protein 12)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU07698-t26_1 (exocyst complex component Sec5)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU04290-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU08642-t26_2 (cyclic nucleotide-binding domain-containing protein, variant 1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU08642-t26_1 (cyclic nucleotide-binding domain-containing protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU05199-t26_2 (hypothetical protein, variant 1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU08289-t26_2 (DNA methylation modulator-2, variant 1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU02057-t26_2 (autoinducer 2 sensor kinase/phosphatase luxQ, variant 1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU03065-t26_1 (nuclear division-41)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU03039-t26_1 (splicing factor u2af large subunit)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU07513-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU03305-t26_1 (calcium-transporting ATPase sarcoplasmic/endoplasmic reticulum type)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU02498-t26_1 (Cullin-3)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU06628-t26_1 (SH3 domain-containing protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU08633-t26_1 (cactin)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU07911-t26_1 (mitochondrial outer membrane protein iml-2)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU06247-t26_1 (kinetochore protein-21)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU08694-t26_1 (tRNA-processing-7)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU06624-t26_1 (chloride channel-2)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU09573-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU00771-t26_1 (UBX domain-containing protein 7)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU06852-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU03662-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU01004-t26_1 (phosphatidylserine decarboxylase proenzyme)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU02656-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU00550-t26_2 (hypothetical protein, variant 1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU04258-t26_3 (dim2-associated protein 1, variant 2)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU04258-t26_1 (dim2-associated protein 1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU04341-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU00202-t26_1 (coronin-6)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU04794-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU05219-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU08021-t26_1 (GPI inositol-deacylase)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU04201-t26_1 (signal transduction protein Syg1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU02778-t26_1 (Mannosyl-oligosaccharide 1,2-alpha-mannosidase)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU02833-t26_1 (Hyphal anastamosis-10 protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU08357-t26_1 (chromatin assembly factor 1 protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU02120-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU02635-t26_1 (mannan polymerase complexes MNN9 subunit)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU01234-t26_1 (eukaryotic initiation factor 4A-12)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU02387-t26_1 (nuclear import and export protein Msn5)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU04570-t26_1 (NIMA interactive protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU16549-t26_1 (thermatolerance membrane protein Dlt1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU02617-t26_1 (kelch repeat-containing protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU02091-t26_1 (ER glycosyl hydrolase)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU02348-t26_1 (DNA repair and recombination protein RAD54)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU07669-t26_1 (purine utilization positive regulator)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU06352-t26_1 (oligopeptide transporter-4)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU06394-t26_1 (chromatin remodeling complex subunit)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU04404-t26_1 (coatomer beta subunit)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU09324-t26_2 (chitin synthase 4, variant 1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU09324-t26_1 (chitin synthase 4)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU03364-t26_2 (DENN domain-containing protein, variant 1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU06850-t26_1 (1,3-beta-glucanosyltransferase gel3)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU03479-t26_1 (endoribonuclease ysh-1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU04742-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU09313-t26_1 (exocyst complex component Sec10)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU08276-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU03875-t26_1 (chromatin remodelling complex ATPase chain ISW1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU09374-t26_1 (Integral membrane protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU03126-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU00320-t26_3 (hypothetical protein, variant 2)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU00320-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU04370-t26_1 (ubiquitin-activating enzyme E1 1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU08063-t26_1 (kinetochore protein-18)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU09688-t26_1 (AP-1 complex subunit mu)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU02725-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU00440-t26_1 (guanine nucleotide-binding protein beta subunit)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU05902-t26_1 (vacuolar assembly protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU08959-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU08920-t26_1 (ATP-binding cassette sub-family F member 2)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU01991-t26_1 (Telomere binding protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU01122-t26_2 (hypothetical protein, variant 1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU01122-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU04252-t26_1 (SNARE docking complex subunit)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU05620-t26_2 (proteasome activator-1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU05620-t26_1 (proteasome activator-1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU02054-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU09492-t26_3 (hypothetical protein, variant 2)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU09492-t26_2 (hypothetical protein, variant 1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU09492-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU09443-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU06493-t26_1 (heterotrimeric G protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU06269-t26_1 (FHA domain-containing protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU06250-t26_1 (F-box/LRR repeat containing protein 2)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU11259-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU02039-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU01729-t26_3 (hypothetical protein, variant 2)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU06787-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU01540-t26_1 (SPX domain-containing protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU04325-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU03894-t26_3 (serine/threonine-protein kinase ste-20, variant 2)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU03894-t26_1 (serine/threonine-protein kinase ste-20)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU05791-t26_3 (SOM1 protein, variant 2)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU03622-t26_1 (UBA/TS-N domain-containing protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU04359-t26_2 (hypothetical protein, variant 1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU04359-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU01387-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU03366-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU04158-t26_1 (nitrogen metabolic regulation protein nmr)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU03650-t26_1 (DNA repair protein RAD16)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU05206-t26_1 (G-protein alpha subunit)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU09233-t26_1 (flavin dinucleotide synthetase-1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU11174-t26_1 (MIP-2A)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU05985-t26_1 (glycerol-3-phosphate O-acyltransferase)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU00276-t26_1 (DNA polymerase gamma)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU04577-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU05588-t26_1 (topoisomerase TRF4)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU04364-t26_2 (hypothetical protein, variant 1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU04364-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU09310-t26_1 (protein phosphatase-12)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU07863-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU02356-t26_4 (white collar 1 protein, variant 3)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU02356-t26_3 (white collar 1 protein, variant 2)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU02356-t26_2 (white collar 1 protein, variant 1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU02356-t26_1 (white collar 1 protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU09438-t26_1 (translation-7)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU00126-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU01154-t26_2 (submerged protoperithecia-1, variant 1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU00045-t26_1 (PHD finger domain-containing protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU06862-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU00392-t26_1 (kinetochore protein-15)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU06826-t26_1 (recombination-11)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU10066-t26_1 (coatomer alpha subunit)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU04125-t26_1 (TGF beta receptor associated protein 1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU05270-t26_1 (mitochondrial translation initiation factor IF-2)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU10001-t26_1 (Septal pore-associated protein 16)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU00490-t26_2 (DUF803 domain membrane protein, variant 1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU00490-t26_1 (DUF803 domain membrane protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU07721-t26_1 (26S proteasome regulatory subunit Rpn1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU03359-t26_1 (intermembrane space AAA protease IAP-1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU09219-t26_1 (dopey domain-containing protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU05200-t26_1 (serine protease-17)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU07361-t26_1 (CSN-4)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU02131-t26_1 (rho guanyl nucleotide exchange factor)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU00178-t26_1 (RNA polymerase-26)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU03083-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU02620-t26_1 (kelch domain-containing protein-containing protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU07059-t26_1 (lipase/esterase)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU01993-t26_1 (ethanolaminephosphotransferase)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU03037-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU06709-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU03219-t26_3 (Kex2, variant 2)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU03219-t26_2 (Kex2, variant 1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU03219-t26_1 (Kex2)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU01208-t26_2 (hypothetical protein, variant 1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU09377-t26_1 (protein phosphatase PP2A regulatory subunit B)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU09787-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU11187-t26_1 (signal sequence receptor alpha subunit)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU01327-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU05423-t26_1 (transcription factor-29)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU02615-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU16337-t26_1 (nucleoporin-9)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU04021-t26_1 (ABC transporter-16)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU03740-t26_1 (DSC E3 ubiquitin ligase complex subunit 1, putative)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU06306-t26_1 (chromatin remodeling factor 5-1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU06468-t26_1 (midasin)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU00833-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU09721-t26_1 (AP-1 complex subunit beta-1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU03106-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU06030-t26_2 (regulatory protein ral2, variant 1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU01534-t26_2 (hypothetical protein, variant 1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU05721-t26_1 (arrestin domain-containing protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU08792-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU00037-t26_1 (polyadenylation factor subunit 2)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU04785-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU00587-t26_2 (mitogen activated protein kinase kinase, variant 1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU00587-t26_1 (mitogen activated protein kinase kinase)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU08289-t26_1 (DNA methylation modulator-2)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU03554-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU16659-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU08396-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU06594-t26_1 (GANP domain-containing protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU06992-t26_1 (DNA repair-15)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU03291-t26_1 (double-strand-break repair protein rad21)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU09741-t26_1 (NADPH-cytochrome P450 reductase)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU06868-t26_1 (Sec23/Sec24 family protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU00448-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU08388-t26_2 (COP9 signalosome complex subunit 12, variant 1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU08388-t26_1 (COP9 signalosome complex subunit 12)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU02980-t26_1 (mitochondrial carrier-37)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU05587-t26_2 (actin-like protein arp-6, variant 1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU05587-t26_1 (actin-like protein arp-6)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU01486-t26_2 (IKI3 family protein, variant 1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU01486-t26_1 (IKI3 family protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU07399-t26_1 (serine/threonine protein kinase-9)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU03234-t26_1 (ubiquitin-protein ligase E3 component)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU06698-t26_2 (glycogenin, variant 1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU02515-t26_1 (dipeptidyl aminopeptidase)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU04598-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU07577-t26_1 (zinc finger transcription factor-12)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU00714-t26_1 (heat shock protein Sti1)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU16384-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU03258-t26_1 (oxysterol-binding protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU06742-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU01947-t26_1 (hypothetical protein)	2	new	NCU01789-t26_2, NCU01789-t26_1
NCU02591-t26_1 (glycerol:H+ symporter)	2	new	NCU06419-t26_1, NCU02175-t26_1
NCU03878-t26_1 (hypothetical protein)	2	new	NCU06419-t26_1, NCU04058-t26_1
NCU03645-t26_1 (hypothetical protein)	2	new	NCU06419-t26_1, NCU02175-t26_1
NCU09511-t26_1 (hypothetical protein)	2	new	NCU06419-t26_1, NCU00832-t26_1
NCU17154-t26_1 (hypothetical protein)	2	new	NCU06419-t26_1, NCU00832-t26_1
NCU07561-t26_1 (hypothetical protein)	2	new	NCU07191-t26_1, NCU02558-t26_1
NCU01509-t26_1 (hypothetical protein)	2	query	NCU07192-t26_1, NCU02811-t26_1
NCU01305-t26_1 (rhomboid family membrane protein)	2	new	NCU02175-t26_1, NCU09244-t26_1
NCU00899-t26_1 (hypothetical protein)	2	new	NCU02175-t26_1, NCU05149-t26_1
NCU10883-t26_1 (hypothetical protein)	2	new	NCU02175-t26_1, NCU05149-t26_1
NCU09760-t26_1 (hypothetical protein)	2	new	NCU02175-t26_1, NCU05149-t26_1
NCU05131-t26_2 (hypothetical protein, variant 1)	2	new	NCU02175-t26_1, NCU05149-t26_1
NCU05149-t26_1 (hypothetical protein)	2	query	NCU02175-t26_1, NCU09244-t26_1
NCU04637-t26_1 (BAR adaptor protein RVS167)	2	new	NCU02175-t26_1, NCU09244-t26_1
NCU16503-t26_1 (hypothetical protein)	2	new	NCU02175-t26_1, NCU05149-t26_1
NCU07952-t26_1 (zinc finger transcription factor-37)	2	new	NCU02175-t26_1, NCU09244-t26_1
NCU04774-t26_1 (hypothetical protein)	2	new	NCU02175-t26_1, NCU09244-t26_1
NCU03274-t26_2 (hypothetical protein, variant 1)	2	new	NCU02175-t26_1, NCU09244-t26_1
NCU03274-t26_1 (hypothetical protein)	2	new	NCU02175-t26_1, NCU09244-t26_1
NCU09760-t26_2 (hypothetical protein, variant 1)	2	new	NCU02175-t26_1, NCU05149-t26_1
NCU09188-t26_1 (hypothetical protein)	2	new	NCU02175-t26_1, NCU05149-t26_1
NCU02216-t26_1 (cell wall glycosyl hydrolase Dfg5)	2	new	NCU02175-t26_1, NCU00832-t26_1
NCU07912-t26_1 (hypothetical protein)	2	new	NCU02175-t26_1, NCU00832-t26_1
NCU07385-t26_1 (hypothetical protein)	2	new	NCU02175-t26_1, NCU00832-t26_1
NCU05242-t26_2 (zinc finger transcription factor-25)	2	new	NCU02175-t26_1, NCU09244-t26_1
NCU05242-t26_1 (zinc finger transcription factor-25)	2	new	NCU02175-t26_1, NCU09244-t26_1
NCU00694-t26_1 (hypothetical protein)	2	new	NCU02175-t26_1, NCU00832-t26_1
NCU02913-t26_1 (DNA repair-17)	2	new	NCU02175-t26_1, NCU05149-t26_1
NCU06999-t26_1 (hypothetical protein)	2	new	NCU02175-t26_1, NCU10359-t26_1
NCU02732-t26_1 (hypothetical protein)	2	new	NCU02175-t26_1, NCU00832-t26_1
NCU06349-t26_1 (hypothetical protein)	2	new	NCU02175-t26_1, NCU00832-t26_1
NCU01355-t26_1 (hypothetical protein)	2	new	NCU02175-t26_1, NCU05149-t26_1
NCU04415-t26_2 (hypothetical protein, variant 1)	2	new	NCU10359-t26_1, NCU10537-t26_1
NCU04415-t26_1 (hypothetical protein)	2	new	NCU10359-t26_1, NCU10537-t26_1
NCU07661-t26_1 (hypothetical protein)	2	new	NCU10359-t26_1, NCU05188-t26_1
NCU02425-t26_2 (PH domain-containing protein, variant 1)	2	new	NCU10359-t26_1, NCU06334-t26_1
NCU07332-t26_1 (hypothetical protein)	2	new	NCU10359-t26_1, NCU05188-t26_1
NCU01989-t26_1 (hypothetical protein)	2	new	NCU10359-t26_1, NCU10537-t26_1
NCU04669-t26_1 (hypothetical protein)	2	new	NCU10359-t26_1, NCU10537-t26_1
NCU02397-t26_1 (Pyruvate decarboxylase)	2	new	NCU10359-t26_1, NCU10537-t26_1
NCU16710-t26_1 (hypothetical protein)	2	new	NCU10359-t26_1, NCU10537-t26_1
NCU02906-t26_1 (malate dehydrogenase-1)	2	new	NCU10359-t26_1, NCU05188-t26_1
NCU09706-t26_1 (DNA ligase-2)	2	new	NCU10359-t26_1, NCU01463-t26_1
NCU02233-t26_1 (glycosyl hydrolase)	2	new	NCU10359-t26_1, NCU00832-t26_1
NCU08190-t26_1 (hypothetical protein)	2	new	NCU10359-t26_1, NCU00832-t26_1
